"id","amount","timestamp","customer_id","id","first_name","last_name","email","gender"
"127","$41.82","2021-04-16 18:59:36+00:00","598","598","Lucila","Spinige","lspinigegl@wikimedia.org","Non-binary"
"896","$22.75","2021-04-16 01:52:52+00:00","601","601","Kendra","Stockport","kstockportgo@stanford.edu","Non-binary"
"223","$20.59","2021-04-16 04:06:25+00:00","642","642","Garwin","Shrubb","gshrubbht@feedburner.com","Agender"
"596","$42.58","2021-04-16 00:06:25+00:00","655","655","Janene","Longbothom","jlongbothomi6@ebay.com","Genderfluid"
"459","$91.28","2021-04-16 02:22:19+00:00","659","659","Riordan","Stickley","rstickleyia@behance.net","Agender"
"824","$96.30","2021-04-16 13:57:59+00:00","672","672","Melina","Fursey","mfurseyin@earthlink.net","Non-binary"
"93","$42.12","2021-04-16 12:36:29+00:00","674","674","Esta","Whipple","ewhippleip@blogs.com","Female"
"812","$65.89","2021-04-16 04:34:32+00:00","679","679","Cindie","Maffioni","cmaffioniiu@theglobeandmail.com","Polygender"
"570","$85.66","2021-04-16 22:15:52+00:00","679","679","Cindie","Maffioni","cmaffioniiu@theglobeandmail.com","Polygender"
"175","$19.97","2021-04-16 12:28:17+00:00","682","682","Kimmie","Amaya","kamayaix@squidoo.com","Agender"
"383","$44.96","2021-04-16 18:30:24+00:00","707","707","Holt","Corps","hcorpsjm@china.com.cn","Genderqueer"
"804","$63.22","2021-04-16 02:18:19+00:00","720","720","Maynord","Buntin","mbuntinjz@comsenz.com","Female"
"689","$17.87","2021-04-16 19:01:36+00:00","726","726","Korney","Caudrey","kcaudreyk5@prnewswire.com","Genderqueer"
"708","$78.95","2021-04-16 22:03:30+00:00","729","729","Gwyn","Sewart","gsewartk8@nba.com","Non-binary"
"520","$44.19","2021-04-16 08:27:09+00:00","750","750","Antone","McGhie","amcghiekt@sina.com.cn","Genderqueer"
"443","$97.18","2021-04-16 03:02:10+00:00","750","750","Antone","McGhie","amcghiekt@sina.com.cn","Genderqueer"
"259","$93.46","2021-04-16 06:22:27+00:00","768","768","Erie","Roy","eroylb@goodreads.com","Polygender"
"327","$38.50","2021-04-16 20:49:07+00:00","779","779","Peta","Liddiatt","pliddiattlm@fastcompany.com","Genderqueer"
"552","$68.68","2021-04-16 20:26:12+00:00","804","804","Lynnelle","Bright","lbrightmb@technorati.com","Female"
"774","$33.29","2021-04-16 19:41:36+00:00","822","822","Daven","Carlin","dcarlinmt@springer.com","Female"
"250","$63.70","2021-04-16 16:17:51+00:00","822","822","Daven","Carlin","dcarlinmt@springer.com","Female"
"191","$92.37","2021-04-16 05:26:46+00:00","842","842","Merline","Caren","mcarennd@about.com","Female"
"194","$24.74","2021-04-16 10:51:20+00:00","853","853","Bonnibelle","Velten","bveltenno@blogger.com","Polygender"
"70","$41.69","2021-04-16 01:54:40+00:00","861","861","Betti","Antoszczyk","bantoszczyknw@mozilla.com","Genderqueer"
"8","$55.06","2021-04-16 09:01:39+00:00","861","861","Betti","Antoszczyk","bantoszczyknw@mozilla.com","Genderqueer"
"507","$35.61","2021-04-16 10:45:57+00:00","909","909","Jarrett","Piletic","jpileticp8@issuu.com","Genderqueer"
"256","$73.89","2021-04-16 12:17:38+00:00","942","942","Alvin","Grealy","agrealyq5@amazon.co.uk","Non-binary"
"988","$59.34","2021-04-16 18:27:53+00:00","981","981","Andie","Doel","adoelr8@is.gd","Bigender"
"807","$60.37","2021-04-16 02:29:06+00:00","994","994","Geoffry","Hazael","ghazaelrl@dot.gov","Genderfluid"
"489","$60.76","2021-04-16 09:00:07+00:00","994","994","Geoffry","Hazael","ghazaelrl@dot.gov","Genderfluid"
